ADM3_PCODE,ADM3_EN,admin3AltName1_en,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,Total,Male,Female,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65plus
ET031223,Midre Genet,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,30784.00,16984.00,13800.00,2956.00,3154.00,3317.00,2876.00,1077.00,3796.00,3804.00,2261.00,1879.00,1222.00,1103.00,795.00,650.00,545.00,1348.00,1815.00,1937.00,1876.00,1460.00,547.00,1873.00,2092.00,1335.00,1027.00,734.00,611.00,434.00,321.00,272.00,649.00,1141.00,1218.00,1441.00,1416.00,530.00,1924.00,1712.00,926.00,852.00,488.00,493.00,361.00,329.00,272.00,699.00
ET031224,Metema Yohanes town,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,10101.00,5305.00,4796.00,963.00,1028.00,1087.00,948.00,355.00,1253.00,1248.00,739.00,617.00,399.00,362.00,261.00,215.00,180.00,446.00,567.00,605.00,586.00,456.00,171.00,585.00,653.00,417.00,321.00,229.00,191.00,136.00,100.00,85.00,203.00,397.00,423.00,501.00,492.00,184.00,669.00,595.00,322.00,296.00,170.00,171.00,125.00,114.00,95.00,243.00
ET031292,Gendawuha town,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,50444.00,26491.00,23953.00,4812.00,5134.00,5428.00,4735.00,1774.00,6260.00,6234.00,3689.00,3080.00,1992.00,1808.00,1304.00,1072.00,898.00,2226.00,2831.00,3021.00,2926.00,2277.00,853.00,2921.00,3263.00,2082.00,1602.00,1145.00,953.00,677.00,501.00,425.00,1013.00,1981.00,2114.00,2502.00,2458.00,921.00,3339.00,2971.00,1607.00,1478.00,847.00,855.00,627.00,571.00,473.00,1213.00
ET040101,Mana Sibu,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,150707.00,76496.00,74211.00,24146.00,25765.00,23936.00,11297.00,4232.00,9927.00,9677.00,7895.00,8603.00,5828.00,4422.00,3701.00,2920.00,2660.00,5696.00,12705.00,13556.00,12171.00,6137.00,2299.00,4918.00,4311.00,3656.00,4036.00,2951.00,2192.00,1702.00,1634.00,1323.00,2906.00,11442.00,12209.00,11765.00,5160.00,1933.00,5009.00,5366.00,4239.00,4567.00,2877.00,2231.00,2000.00,1287.00,1337.00,2790.00
ET040102,Nejo,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,108897.00,53144.00,55753.00,17422.00,18590.00,17295.00,8140.00,3049.00,7180.00,7027.00,5725.00,6235.00,4211.00,3199.00,2685.00,2102.00,1924.00,4115.00,8826.00,9418.00,8456.00,4264.00,1597.00,3417.00,2995.00,2540.00,2804.00,2050.00,1523.00,1182.00,1135.00,919.00,2019.00,8596.00,9172.00,8839.00,3876.00,1452.00,3763.00,4032.00,3185.00,3431.00,2162.00,1676.00,1502.00,967.00,1004.00,2096.00
ET040103,Gimbi,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,105275.00,51482.00,53794.00,16844.00,17973.00,16720.00,7870.00,2948.00,6941.00,6791.00,5534.00,6027.00,4071.00,3092.00,2595.00,2032.00,1860.00,3978.00,8550.00,9123.00,8191.00,4130.00,1547.00,3310.00,2901.00,2461.00,2716.00,1986.00,1475.00,1145.00,1099.00,890.00,1955.00,8294.00,8850.00,8529.00,3740.00,1401.00,3631.00,3890.00,3073.00,3310.00,2086.00,1617.00,1449.00,933.00,969.00,2022.00
ET040104,Lalo Asabi,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,109637.00,53383.00,56253.00,16592.00,17704.00,16545.00,8590.00,3218.00,8288.00,8095.00,6076.00,6406.00,4218.00,3222.00,2667.00,2050.00,1898.00,4068.00,8400.00,8963.00,8058.00,4368.00,1636.00,3821.00,3621.00,2819.00,2949.00,2074.00,1558.00,1175.00,1098.00,900.00,1946.00,8192.00,8741.00,8487.00,4222.00,1582.00,4467.00,4475.00,3256.00,3458.00,2144.00,1663.00,1493.00,951.00,999.00,2122.00
ET040105,Kiltu Kara,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,74839.00,37195.00,37644.00,11476.00,12246.00,11423.00,5807.00,2175.00,5490.00,5368.00,4100.00,4351.00,2884.00,2199.00,1823.00,1411.00,1301.00,2786.00,5916.00,6313.00,5674.00,3032.00,1135.00,2609.00,2439.00,1927.00,2036.00,1443.00,1081.00,820.00,771.00,629.00,1367.00,5560.00,5933.00,5750.00,2776.00,1040.00,2880.00,2928.00,2172.00,2314.00,1441.00,1118.00,1002.00,641.00,671.00,1419.00
ET040106,Boji Dirmeji,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,62732.00,30393.00,32339.00,9368.00,9996.00,9354.00,4970.00,1862.00,4887.00,4763.00,3513.00,3681.00,2409.00,1842.00,1522.00,1164.00,1081.00,2320.00,4730.00,5047.00,4540.00,2496.00,935.00,2218.00,2129.00,1634.00,1693.00,1183.00,890.00,667.00,621.00,510.00,1098.00,4638.00,4949.00,4814.00,2474.00,927.00,2669.00,2633.00,1878.00,1988.00,1227.00,952.00,855.00,543.00,573.00,1222.00
ET040107,Ayira,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,72330.00,35430.00,36900.00,11018.00,11757.00,10979.00,5637.00,2111.00,5385.00,5266.00,3987.00,4217.00,2785.00,2126.00,1761.00,1358.00,1255.00,2688.00,5603.00,5979.00,5375.00,2894.00,1084.00,2512.00,2365.00,1854.00,1949.00,1375.00,1033.00,780.00,732.00,598.00,1297.00,5415.00,5778.00,5605.00,2743.00,1027.00,2873.00,2900.00,2132.00,2269.00,1410.00,1093.00,982.00,626.00,656.00,1391.00
ET040108,Jarso (West Wellega),,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,69100.00,33890.00,35209.00,10726.00,11445.00,10671.00,5308.00,1988.00,4928.00,4810.00,3737.00,3998.00,2664.00,2029.00,1690.00,1312.00,1207.00,2586.00,5471.00,5838.00,5245.00,2747.00,1029.00,2311.00,2117.00,1711.00,1833.00,1313.00,980.00,749.00,710.00,578.00,1260.00,5255.00,5608.00,5426.00,2560.00,959.00,2618.00,2692.00,2027.00,2165.00,1352.00,1048.00,940.00,602.00,629.00,1327.00
ET040109,Gudetu Kondole,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,135126.00,67843.00,67284.00,21357.00,22788.00,21201.00,10236.00,3834.00,9217.00,8999.00,7183.00,7761.00,5220.00,3968.00,3311.00,2595.00,2374.00,5083.00,11119.00,11865.00,10656.00,5470.00,2048.00,4485.00,4017.00,3328.00,3621.00,2622.00,1953.00,1505.00,1436.00,1166.00,2551.00,10237.00,10923.00,10544.00,4766.00,1786.00,4732.00,4981.00,3856.00,4140.00,2599.00,2015.00,1807.00,1160.00,1208.00,2532.00
ET040110,Boji Chekorsa,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,68585.00,33637.00,34948.00,10840.00,11566.00,10769.00,5185.00,1942.00,4672.00,4568.00,3649.00,3944.00,2649.00,2014.00,1685.00,1315.00,1206.00,2581.00,5519.00,5890.00,5290.00,2711.00,1015.00,2218.00,1984.00,1646.00,1793.00,1300.00,968.00,746.00,712.00,578.00,1266.00,5320.00,5676.00,5479.00,2474.00,927.00,2454.00,2584.00,2003.00,2150.00,1350.00,1047.00,938.00,603.00,628.00,1315.00
ET040111,Babo,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,85718.00,43211.00,42507.00,13391.00,14288.00,13303.00,6559.00,2457.00,6021.00,5879.00,4610.00,4944.00,3308.00,2517.00,2094.00,1636.00,1499.00,3211.00,7000.00,7468.00,6710.00,3499.00,1311.00,2926.00,2668.00,2167.00,2330.00,1672.00,1249.00,956.00,907.00,738.00,1610.00,6391.00,6819.00,6593.00,3060.00,1147.00,3095.00,3211.00,2443.00,2614.00,1636.00,1268.00,1137.00,729.00,761.00,1601.00
ET040112,Yubdo,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,55036.00,27114.00,27923.00,8595.00,9172.00,8546.00,4205.00,1575.00,3865.00,3777.00,2962.00,3178.00,2124.00,1617.00,1347.00,1048.00,963.00,2063.00,4397.00,4691.00,4214.00,2195.00,822.00,1832.00,1668.00,1358.00,1461.00,1049.00,784.00,601.00,569.00,464.00,1011.00,4199.00,4481.00,4332.00,2010.00,753.00,2033.00,2109.00,1604.00,1717.00,1075.00,833.00,747.00,479.00,500.00,1051.00
ET040113,Gaji,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,84586.00,41837.00,42749.00,13232.00,14119.00,13152.00,6453.00,2417.00,5914.00,5784.00,4547.00,4882.00,3265.00,2485.00,2071.00,1613.00,1481.00,3170.00,6788.00,7242.00,6506.00,3386.00,1268.00,2823.00,2569.00,2091.00,2252.00,1619.00,1209.00,926.00,879.00,715.00,1561.00,6444.00,6876.00,6646.00,3067.00,1149.00,3090.00,3216.00,2455.00,2629.00,1646.00,1277.00,1145.00,734.00,766.00,1610.00
ET040114,Haru,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,95640.00,46875.00,48764.00,14859.00,15855.00,14782.00,7335.00,2747.00,6799.00,6649.00,5175.00,5536.00,3689.00,2810.00,2340.00,1816.00,1671.00,3578.00,7561.00,8068.00,7249.00,3802.00,1424.00,3201.00,2936.00,2369.00,2536.00,1816.00,1357.00,1037.00,981.00,799.00,1741.00,7299.00,7787.00,7534.00,3533.00,1323.00,3598.00,3712.00,2806.00,2999.00,1873.00,1454.00,1304.00,835.00,872.00,1836.00
ET040115,Nole Kaba,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,85413.00,41422.00,43991.00,13197.00,14081.00,13139.00,6573.00,2462.00,6148.00,6020.00,4649.00,4958.00,3293.00,2511.00,2089.00,1615.00,1490.00,3189.00,6643.00,7088.00,6370.00,3367.00,1261.00,2861.00,2645.00,2115.00,2253.00,1605.00,1201.00,915.00,863.00,704.00,1531.00,6553.00,6993.00,6769.00,3206.00,1201.00,3288.00,3375.00,2534.00,2705.00,1688.00,1309.00,1175.00,752.00,785.00,1658.00
ET040116,Begi,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,171118.00,84315.00,86803.00,26660.00,28447.00,26512.00,13099.00,4907.00,12087.00,11814.00,9231.00,9891.00,6602.00,5027.00,4187.00,3255.00,2992.00,6407.00,13638.00,14552.00,13074.00,6831.00,2559.00,5726.00,5231.00,4239.00,4552.00,3264.00,2438.00,1865.00,1768.00,1439.00,3139.00,13023.00,13895.00,13438.00,6269.00,2348.00,6362.00,6582.00,4991.00,5339.00,3337.00,2589.00,2322.00,1488.00,1553.00,3269.00
ET040117,Homa,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,35461.00,17418.00,18043.00,5446.00,5811.00,5423.00,2745.00,1028.00,2590.00,2534.00,1941.00,2062.00,1367.00,1042.00,865.00,669.00,617.00,1321.00,2775.00,2962.00,2661.00,1419.00,532.00,1218.00,1136.00,900.00,952.00,676.00,507.00,384.00,362.00,295.00,641.00,2671.00,2850.00,2762.00,1326.00,497.00,1372.00,1398.00,1041.00,1109.00,691.00,536.00,481.00,308.00,321.00,680.00
ET040118,Sayo Nole,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,106685.00,52418.00,54267.00,16860.00,17990.00,16748.00,8064.00,3021.00,7268.00,7110.00,5678.00,6136.00,4122.00,3134.00,2620.00,2045.00,1875.00,4013.00,8594.00,9170.00,8236.00,4226.00,1582.00,3463.00,3101.00,2570.00,2797.00,2025.00,1509.00,1163.00,1110.00,901.00,1972.00,8265.00,8820.00,8512.00,3839.00,1438.00,3804.00,4010.00,3110.00,3339.00,2096.00,1626.00,1457.00,936.00,974.00,2041.00
ET040119,Guliso,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,100549.00,49744.00,50804.00,15376.00,16407.00,15311.00,7819.00,2929.00,7425.00,7255.00,5520.00,5851.00,3873.00,2955.00,2448.00,1893.00,1746.00,3741.00,7897.00,8428.00,7574.00,4057.00,1520.00,3502.00,3282.00,2586.00,2728.00,1931.00,1448.00,1096.00,1029.00,842.00,1826.00,7479.00,7980.00,7737.00,3762.00,1409.00,3923.00,3973.00,2934.00,3124.00,1943.00,1507.00,1352.00,864.00,905.00,1915.00
ET040193,Gimbi town,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,56650.00,28285.00,28365.00,6242.00,6661.00,6406.00,5403.00,2024.00,6869.00,6710.00,3922.00,3634.00,2130.00,1672.00,1286.00,898.00,884.00,1910.00,3260.00,3478.00,3158.00,2531.00,948.00,3017.00,3482.00,2177.00,1899.00,1138.00,899.00,588.00,475.00,415.00,822.00,2983.00,3183.00,3249.00,2872.00,1076.00,3852.00,3228.00,1746.00,1735.00,992.00,773.00,698.00,423.00,469.00,1088.00
ET040197,Leta Sibu,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,57270.00,27791.00,29478.00,8658.00,9238.00,8635.00,4489.00,1682.00,4338.00,4239.00,3178.00,3349.00,2203.00,1683.00,1393.00,1070.00,991.00,2124.00,4367.00,4659.00,4190.00,2275.00,852.00,1994.00,1893.00,1471.00,1536.00,1080.00,811.00,612.00,571.00,468.00,1012.00,4290.00,4578.00,4445.00,2214.00,830.00,2344.00,2347.00,1707.00,1812.00,1123.00,871.00,783.00,498.00,524.00,1112.00
ET040198,Mendi town,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,25618.00,12716.00,12902.00,2822.00,3011.00,2897.00,2444.00,916.00,3108.00,3034.00,1772.00,1643.00,963.00,756.00,582.00,406.00,400.00,864.00,1465.00,1564.00,1420.00,1138.00,426.00,1356.00,1566.00,978.00,854.00,511.00,404.00,264.00,214.00,187.00,370.00,1357.00,1448.00,1478.00,1306.00,489.00,1752.00,1468.00,794.00,789.00,451.00,352.00,317.00,192.00,213.00,495.00
ET040199,Nejo town,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,34728.00,17568.00,17160.00,3829.00,4086.00,3927.00,3309.00,1240.00,4204.00,4116.00,2408.00,2229.00,1307.00,1026.00,787.00,551.00,542.00,1169.00,2025.00,2160.00,1961.00,1572.00,589.00,1874.00,2163.00,1352.00,1179.00,707.00,558.00,365.00,295.00,258.00,511.00,1804.00,1925.00,1965.00,1737.00,651.00,2331.00,1953.00,1056.00,1050.00,600.00,468.00,422.00,256.00,284.00,658.00
ET040201,Limu (OR),,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,102577.00,50845.00,51732.00,16040.00,17115.00,15943.00,7836.00,2935.00,7187.00,7015.00,5509.00,5917.00,3958.00,3012.00,2510.00,1956.00,1796.00,3847.00,8258.00,8813.00,7916.00,4113.00,1541.00,3424.00,3109.00,2536.00,2735.00,1967.00,1468.00,1126.00,1069.00,870.00,1898.00,7781.00,8303.00,8027.00,3722.00,1395.00,3764.00,3905.00,2973.00,3182.00,1991.00,1543.00,1385.00,887.00,926.00,1947.00
ET040202,Ibantu,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,54424.00,27115.00,27309.00,8459.00,9026.00,8410.00,4174.00,1563.00,3863.00,3784.00,2947.00,3150.00,2100.00,1600.00,1330.00,1034.00,950.00,2034.00,4363.00,4656.00,4183.00,2201.00,825.00,1860.00,1712.00,1376.00,1470.00,1050.00,786.00,599.00,566.00,462.00,1005.00,4096.00,4371.00,4227.00,1973.00,739.00,2003.00,2071.00,1571.00,1680.00,1050.00,815.00,730.00,468.00,489.00,1028.00
ET040203,Gida Ayana,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,152750.00,75795.00,76955.00,22246.00,23738.00,22238.00,12336.00,4621.00,12512.00,12229.00,8761.00,9044.00,5860.00,4492.00,3676.00,2798.00,2607.00,5592.00,11464.00,12232.00,11009.00,6286.00,2355.00,5811.00,5749.00,4267.00,4317.00,2960.00,2241.00,1654.00,1518.00,1253.00,2682.00,10783.00,11506.00,11230.00,6050.00,2266.00,6702.00,6480.00,4493.00,4728.00,2900.00,2252.00,2022.00,1281.00,1354.00,2910.00
ET040204,Haro Limu,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,74434.00,36958.00,37476.00,11916.00,12715.00,11822.00,5571.00,2087.00,4906.00,4793.00,3907.00,4256.00,2879.00,2185.00,1832.00,1439.00,1314.00,2813.00,6138.00,6550.00,5880.00,2965.00,1111.00,2376.00,2083.00,1766.00,1950.00,1426.00,1059.00,822.00,789.00,639.00,1404.00,5778.00,6165.00,5941.00,2606.00,976.00,2530.00,2710.00,2141.00,2306.00,1453.00,1126.00,1010.00,650.00,675.00,1409.00
ET040205,Boneya Boshe,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,67763.00,33068.00,34695.00,10593.00,11303.00,10535.00,5168.00,1936.00,4744.00,4641.00,3645.00,3914.00,2615.00,1991.00,1661.00,1290.00,1187.00,2540.00,5367.00,5727.00,5145.00,2676.00,1002.00,2230.00,2028.00,1652.00,1780.00,1280.00,955.00,732.00,695.00,565.00,1235.00,5227.00,5576.00,5390.00,2492.00,933.00,2514.00,2613.00,1993.00,2134.00,1336.00,1035.00,929.00,595.00,621.00,1306.00
ET040206,Wayu Tuka,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,87837.00,42676.00,45161.00,14051.00,14992.00,13950.00,6564.00,2459.00,5792.00,5671.00,4620.00,5031.00,3397.00,2580.00,2166.00,1694.00,1552.00,3319.00,7088.00,7563.00,6790.00,3424.00,1283.00,2744.00,2405.00,2040.00,2252.00,1646.00,1223.00,949.00,911.00,738.00,1621.00,6963.00,7430.00,7160.00,3140.00,1176.00,3048.00,3266.00,2580.00,2779.00,1751.00,1357.00,1217.00,783.00,814.00,1698.00
ET040207,Bila Seyo,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,78662.00,38618.00,40045.00,12055.00,12864.00,12006.00,6107.00,2288.00,5784.00,5642.00,4305.00,4572.00,3029.00,2310.00,1918.00,1482.00,1368.00,2932.00,6157.00,6570.00,5904.00,3145.00,1178.00,2697.00,2514.00,1993.00,2110.00,1498.00,1123.00,852.00,802.00,654.00,1422.00,5898.00,6294.00,6102.00,2962.00,1110.00,3087.00,3129.00,2313.00,2462.00,1531.00,1188.00,1066.00,681.00,713.00,1509.00
ET040208,Gobu Seyo,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,59099.00,28998.00,30101.00,9023.00,9628.00,8989.00,4601.00,1724.00,4382.00,4277.00,3247.00,3441.00,2275.00,1736.00,1440.00,1111.00,1026.00,2199.00,4604.00,4913.00,4416.00,2365.00,886.00,2041.00,1913.00,1508.00,1590.00,1126.00,844.00,639.00,600.00,490.00,1064.00,4419.00,4715.00,4573.00,2236.00,838.00,2341.00,2364.00,1739.00,1851.00,1150.00,892.00,800.00,510.00,536.00,1136.00
ET040209,Sibu Sire,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,147580.00,72676.00,74904.00,22677.00,24197.00,22577.00,11432.00,4282.00,10780.00,10526.00,8062.00,8572.00,5686.00,4335.00,3599.00,2785.00,2568.00,5502.00,11605.00,12384.00,11129.00,5916.00,2216.00,5060.00,4706.00,3740.00,3965.00,2819.00,2111.00,1604.00,1510.00,1233.00,2679.00,11072.00,11814.00,11447.00,5516.00,2066.00,5720.00,5820.00,4322.00,4606.00,2867.00,2224.00,1995.00,1275.00,1335.00,2823.00
ET040210,Diga,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,96345.00,48605.00,47740.00,14668.00,15651.00,14602.00,7533.00,2822.00,7196.00,7020.00,5307.00,5609.00,3709.00,2830.00,2339.00,1812.00,1669.00,3579.00,7685.00,8200.00,7371.00,3970.00,1487.00,3448.00,3249.00,2545.00,2674.00,1887.00,1417.00,1071.00,1003.00,821.00,1778.00,6984.00,7452.00,7230.00,3563.00,1334.00,3748.00,3770.00,2761.00,2935.00,1822.00,1414.00,1268.00,810.00,849.00,1801.00
ET040211,Sasiga,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,113418.00,57621.00,55797.00,17938.00,19140.00,17799.00,8601.00,3222.00,7734.00,7534.00,6018.00,6505.00,4380.00,3328.00,2776.00,2182.00,1992.00,4268.00,9455.00,10088.00,9061.00,4644.00,1740.00,3800.00,3399.00,2820.00,3073.00,2226.00,1658.00,1279.00,1220.00,990.00,2169.00,8483.00,9051.00,8739.00,3957.00,1483.00,3933.00,4136.00,3198.00,3432.00,2154.00,1671.00,1498.00,961.00,1001.00,2100.00
ET040212,Leka Dulecha,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,101955.00,49839.00,52116.00,15942.00,17011.00,15853.00,7779.00,2914.00,7139.00,6973.00,5478.00,5885.00,3934.00,2994.00,2499.00,1943.00,1786.00,3824.00,8100.00,8644.00,7764.00,4030.00,1510.00,3352.00,3041.00,2484.00,2680.00,1928.00,1439.00,1103.00,1048.00,853.00,1862.00,7842.00,8368.00,8089.00,3748.00,1405.00,3787.00,3932.00,2995.00,3205.00,2006.00,1556.00,1395.00,894.00,933.00,1962.00
ET040213,Guto Gida,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,125978.00,63825.00,62153.00,20183.00,21536.00,20009.00,9442.00,3537.00,8299.00,8091.00,6601.00,7192.00,4872.00,3697.00,3095.00,2441.00,2224.00,4761.00,10600.00,11311.00,10155.00,5121.00,1918.00,4104.00,3597.00,3051.00,3367.00,2462.00,1829.00,1420.00,1363.00,1104.00,2424.00,9583.00,10225.00,9854.00,4321.00,1619.00,4195.00,4494.00,3550.00,3825.00,2410.00,1868.00,1675.00,1078.00,1120.00,2337.00
ET040214,Jimma Arjo,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,124056.00,60067.00,63990.00,19004.00,20278.00,18935.00,9617.00,3603.00,9116.00,8914.00,6802.00,7221.00,4779.00,3646.00,3028.00,2334.00,2158.00,4621.00,9562.00,10203.00,9170.00,4895.00,1833.00,4207.00,3929.00,3109.00,3286.00,2331.00,1747.00,1324.00,1246.00,1017.00,2209.00,9442.00,10075.00,9764.00,4723.00,1770.00,4909.00,4985.00,3694.00,3934.00,2448.00,1900.00,1704.00,1089.00,1140.00,2412.00
ET040215,Nunu Kumba,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,92176.00,44986.00,47190.00,14305.00,15264.00,14234.00,7073.00,2649.00,6569.00,6425.00,4993.00,5339.00,3555.00,2708.00,2255.00,1748.00,1610.00,3447.00,7249.00,7735.00,6950.00,3649.00,1368.00,3077.00,2827.00,2277.00,2436.00,1743.00,1303.00,995.00,940.00,766.00,1670.00,7056.00,7528.00,7284.00,3423.00,1282.00,3491.00,3599.00,2715.00,2902.00,1813.00,1406.00,1261.00,807.00,843.00,1777.00
ET040216,Wama Hagalo,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,68236.00,34293.00,33943.00,10929.00,11661.00,10838.00,5111.00,1915.00,4496.00,4387.00,3578.00,3898.00,2639.00,2003.00,1678.00,1321.00,1205.00,2579.00,5696.00,6077.00,5456.00,2751.00,1031.00,2205.00,1933.00,1639.00,1809.00,1323.00,983.00,763.00,732.00,593.00,1303.00,5233.00,5584.00,5381.00,2360.00,884.00,2291.00,2454.00,1939.00,2089.00,1316.00,1020.00,915.00,589.00,611.00,1276.00
ET040217,Kiremu,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,78684.00,39477.00,39207.00,12330.00,13157.00,12249.00,6008.00,2250.00,5489.00,5351.00,4214.00,4532.00,3036.00,2310.00,1924.00,1504.00,1378.00,2953.00,6425.00,6856.00,6159.00,3191.00,1195.00,2647.00,2396.00,1962.00,2120.00,1527.00,1139.00,875.00,831.00,676.00,1477.00,5904.00,6301.00,6090.00,2816.00,1055.00,2842.00,2954.00,2252.00,2412.00,1509.00,1171.00,1049.00,673.00,702.00,1477.00
ET040297,Nekemte town,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,137522.00,69082.00,68441.00,15158.00,16174.00,15551.00,13110.00,4911.00,16663.00,16293.00,9527.00,8823.00,5172.00,4061.00,3120.00,2180.00,2145.00,4633.00,7961.00,8495.00,7712.00,6181.00,2316.00,7367.00,8505.00,5316.00,4637.00,2778.00,2195.00,1436.00,1160.00,1013.00,2009.00,7197.00,7679.00,7839.00,6929.00,2596.00,9296.00,7788.00,4212.00,4186.00,2394.00,1866.00,1684.00,1020.00,1132.00,2624.00
ET040301,Darimu,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,205110.00,101650.00,103461.00,32443.00,34618.00,32218.00,15511.00,5810.00,13955.00,13631.00,10897.00,11783.00,7923.00,6023.00,5034.00,3938.00,3606.00,7720.00,16688.00,17807.00,15993.00,8190.00,3068.00,6697.00,5983.00,4969.00,5418.00,3927.00,2924.00,2256.00,2153.00,1748.00,3827.00,15754.00,16811.00,16226.00,7321.00,2742.00,7257.00,7648.00,5928.00,6366.00,3996.00,3098.00,2778.00,1784.00,1858.00,3893.00
ET040302,Alge Sachi,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,109721.00,53948.00,55774.00,16887.00,18019.00,16811.00,8482.00,3177.00,7978.00,7800.00,5989.00,6372.00,4229.00,3224.00,2677.00,2072.00,1910.00,4091.00,8619.00,9198.00,8266.00,4390.00,1644.00,3752.00,3487.00,2774.00,2942.00,2092.00,1567.00,1190.00,1121.00,915.00,1990.00,8268.00,8821.00,8545.00,4092.00,1533.00,4226.00,4313.00,3216.00,3429.00,2136.00,1657.00,1487.00,951.00,995.00,2102.00
ET040309,Yayu,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,76764.00,38515.00,38250.00,11604.00,12382.00,11560.00,6036.00,2261.00,5827.00,5681.00,4254.00,4480.00,2953.00,2255.00,1861.00,1438.00,1327.00,2846.00,6052.00,6458.00,5807.00,3153.00,1181.00,2763.00,2622.00,2038.00,2129.00,1496.00,1125.00,847.00,792.00,648.00,1403.00,5552.00,5923.00,5754.00,2883.00,1080.00,3064.00,3059.00,2216.00,2351.00,1456.00,1130.00,1015.00,646.00,679.00,1443.00
ET040310,Metu Zuria,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,86107.00,42811.00,43296.00,13785.00,14709.00,13676.00,6445.00,2414.00,5675.00,5543.00,4519.00,4923.00,3330.00,2528.00,2119.00,1665.00,1520.00,3254.00,7110.00,7587.00,6811.00,3435.00,1287.00,2753.00,2413.00,2046.00,2259.00,1651.00,1227.00,952.00,914.00,740.00,1626.00,6675.00,7123.00,6864.00,3010.00,1128.00,2922.00,3131.00,2473.00,2664.00,1679.00,1301.00,1167.00,751.00,780.00,1628.00
ET040311,Ale,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,76488.00,37896.00,38592.00,11418.00,12183.00,11391.00,6066.00,2272.00,5961.00,5818.00,4290.00,4488.00,2939.00,2248.00,1851.00,1421.00,1317.00,2824.00,5880.00,6274.00,5643.00,3116.00,1167.00,2781.00,2678.00,2048.00,2116.00,1475.00,1111.00,831.00,773.00,634.00,1367.00,5537.00,5908.00,5748.00,2950.00,1105.00,3180.00,3140.00,2242.00,2372.00,1464.00,1136.00,1020.00,648.00,683.00,1457.00
